id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,recoleccion_basuras,usufructo_vivienda,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,internet,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo,ingreso_mensual_hogar
2018_pue_532,1.0,puerto colombia,532.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,no,0.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,si,si,si,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,otra,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,550000.0
2018_pue_533,2.0,puerto colombia,533.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,no,0.0,0.0,1.0,si,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,800000.0
2018_pue_534,2.0,puerto colombia,534.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,si,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,900000.0
2018_gal_535,1.0,galapa,535.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,450000.0
2018_pue_536,2.0,puerto colombia,536.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,470000.0
2018_mal_537,2.0,malambo,537.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,800000.0
2018_mal_538,1.0,malambo,538.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,si,0.0,1.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,850000.0
2018_mal_539,2.0,malambo,539.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,550000.0
2018_mal_540,2.0,malambo,540.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,2.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,810000.0
2018_sol_541,2.0,soledad,541.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,si,1.0,0.0,3.0,si,apartamento,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,si,si,no,no,no,no,si,no,no,no,a menudo,peor,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,nunca,nunca,no,1200000.0
2018_sol_542,2.0,soledad,542.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,si,no,si,no,no,no,raramente,igual,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,a veces,a menudo,nunca,raramente,no,781242.0
2018_sol_543,1.0,soledad,543.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,2.0,0.0,2.0,si,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,no,no,no,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a menudo,a veces,nunca,no,1000000.0
2018_sol_544,3.0,soledad,544.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,2.0,si,casa,2.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,no,si,no,no,no,no,si,no,no,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,en arriendo o subarriendo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a menudo,raramente,a veces,no,781242.0
2018_sol_545,2.0,soledad,545.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,casa,3.0,si,si,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,no,si,si,no,no,no,no,si,no,no,no,a menudo,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, parcialmente pagada",muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,nunca,nunca,a veces,no,1000000.0
2018_gal_546,1.0,galapa,546.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,780000.0
2018_pue_547,3.0,puerto colombia,547.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,781242.0
2018_gal_548,1.0,galapa,548.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,2.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,400000.0
2018_gal_549,1.0,galapa,549.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,750000.0
2018_gal_550,1.0,galapa,550.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,no,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,si,"propia, totalmente pagada",muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,850000.0
2018_pue_551,1.0,puerto colombia,551.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,si,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,400000.0
2018_pue_552,1.0,puerto colombia,552.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,si,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,430000.0
2018_pue_553,1.0,puerto colombia,553.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal",sin paredes,gas natural domiciliario,no,no,no,no,si,si,no,no,no,no,no,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,si,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,no,raramente,a veces,raramente,a veces,no,850000.0
2018_pue_554,2.0,puerto colombia,554.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,si,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,440000.0
2018_pue_555,2.0,puerto colombia,555.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,si,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,800000.0
2018_pue_556,1.0,puerto colombia,556.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,menos de 1 salario mínimo,2.0,si,raramente,a veces,raramente,a veces,no,500000.0
2018_pue_557,1.0,puerto colombia,557.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,780000.0
2018_pue_558,2.0,puerto colombia,558.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,apartamento,3.0,no,no,si,no,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,no,otra,muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,150000.0
2018_pue_559,1.0,puerto colombia,559.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,460000.0
2018_pue_560,1.0,puerto colombia,560.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,480000.0
2018_pue_561,2.0,puerto colombia,561.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,460000.0
2018_pue_562,1.0,puerto colombia,562.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,casa,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","zinc, tela, cartón, latas, desechos, plásticos",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,"propia, totalmente pagada",bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,430000.0
2018_pue_563,2.0,puerto colombia,563.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,450000.0
2018_pue_564,1.0,puerto colombia,564.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,650000.0
2018_pue_565,1.0,puerto colombia,565.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,cuarto(s),4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,710000.0
2018_bar_566,1.0,barranquilla,566.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,no,0.0,0.0,0.0,no,casa,3.0,no,no,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,no,no,no,no,no,no,no,no,no,no,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,si,entre 1 y 2 salarios mínimos,no,en arriendo o subarriendo,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,no,a veces,a veces,raramente,nunca,no,750000.0
2018_bar_567,1.0,barranquilla,567.0,6.0,2.0,4.0,1.0,0.0,2.0,1.0,3.0,no,2.0,0.0,2.0,no,casa,3.0,no,no,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,no,no,no,no,no,no,no,no,no,no,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,si,entre 1 y 2 salarios mínimos,no,en arriendo o subarriendo,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,no,a veces,a veces,raramente,nunca,no,750000.0
2018_pue_568,1.0,puerto colombia,568.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,no,0.0,0.0,1.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,no,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,790000.0
2018_pue_569,2.0,puerto colombia,569.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,790000.0
2018_pue_570,1.0,puerto colombia,570.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,790000.0
2018_pue_571,1.0,puerto colombia,571.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,1.0,0.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,no,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,a veces,a menudo,raramente,nunca,no,1000000.0
2018_pue_572,1.0,puerto colombia,572.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,0.0,no,casa,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,no,no,no,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,si,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,raramente,a veces,raramente,no,920000.0
2018_pue_573,1.0,puerto colombia,573.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,1000000.0
2018_pue_574,3.0,puerto colombia,574.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,algo probable,no,menos de 1 salario mínimo,si,otra,muy feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,630000.0
2018_pue_575,3.0,puerto colombia,575.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,750000.0
2018_pue_576,3.0,puerto colombia,576.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,no,apartamento,3.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,no,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,otra,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,650000.0
2018_pue_577,3.0,puerto colombia,577.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,si,1.0,1.0,1.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,raramente,peor,no,no,control sobre todas las decisiones,poco probable,no,menos de 1 salario mínimo,si,otra,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,si,raramente,a veces,raramente,a veces,no,580000.0
2018_gal_578,3.0,galapa,578.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,no,0.0,0.0,1.0,no,apartamento,4.0,si,si,si,si,"madera burda, tabla, tablón, otro vegetal","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,no,no,si,no,no,si,si,si,no,no,no,a veces,peor,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,si,otra,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,si,raramente,a veces,raramente,a veces,no,800000.0
